"","X","ParcelId","Address","SalePrice","SaleDate","SaleCondition","AssessedValue","ParcelType","YearBuilt","GrLivArea","BsmtFinSF1","LotArea","Bedrooms","CentralAir","Fireplaces","Occupancy","Style","Neighborhood","InstrumentNo","Error.YearBuilt","Error.LotArea","Error.GrLivArea","Error.Neighborhood","Error.Score"
"875",2324,902103170,1122 GRAND AVE,125000,1/1/2016 0:00,Normal,101300,Dwg&Lot,1941,1131,0,5720,3,Yes,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,OldTown,201600736,-2.08695458262949,-0.554970452424421,-1.02770478960033,0.246117602940319,-3.42351222171392
"876",15591,528458130,2725 CAMBRIDGE DR,303477,8/1/2007 0:00,Partial,298000,Dwg&Lot,2007,2610,64,9000,4,Yes,1,Single-family detached (includes detached townhouses),Two story,Somerst,710421,-0.998847725697867,-0.558606577908347,-2.56377948576968,0.154682497497796,-3.9665512918781
"877",4994,923204120,3324 OPAL DR,0,,Normal,135100,Dwg&Lot,1963,1034,518,25000,3,Yes,0,Single-family detached (includes detached townhouses),One story,Mitchel,182-057,-1.84079291915128,-2.2180421974575,-0.994620301107899,0.179445972994858,-4.87400944472182
"878",13486,528142040,3108 BECKLEY ST,379000,11/1/2012 0:00,Normal,400300,Dwg&Lot,2004,2238,1092,8834,4,Yes,2,Single-family detached (includes detached townhouses),Two story,NridgHt,201215198,-0.938313875774836,-0.555104687451666,-2.05910595875779,0.142593315048047,-3.40993120693625
"879",4284,532354090,1319 ALBERTA AVE,158000,5/1/2013 0:00,Normal,174100,Dwg&Lot,1961,1155,899,11782,3,Yes,0,Single-family detached (includes detached townhouses),Split foyer,Sawyer,201306526,-1.85796191892127,-0.703350511799234,-1.03881544147581,0.184833613260601,-3.41529425893572
"880",7102,907202080,5008 EMERSON DR,172000,9/1/2016 0:00,Normal,143800,Dwg&Lot,1978,864,646,7000,3,Yes,0,Single-family detached (includes detached townhouses),One story,CollgCr,201609133,-1.54670025572945,-0.544791573672403,-1.0668861334995,0.207655062197157,-2.95072290070419
"881",14631,908152280,409 BEEDLE DR,157000,6/1/2007 0:00,Normal,193800,Dwg&Lot,2005,1090,980,7024,2,Yes,0,Single-family detached (includes detached townhouses),One story,Edwards,709056,-0.955077842897414,-0.544668116316233,-1.01420752360312,-4.667171707192,-7.18112519000876
"882",8258,916403290,2721 BURR OAK CIR,212450,8/1/2014 0:00,Normal,230000,Dwg&Lot,1990,1717,860,13758,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Timber,201407156,-1.1257342258114,-0.878059423791602,-1.54987662145738,0.133675052949563,-3.41999521811081
"883",8313,527164060,3801 COLUMBINE AVE,178000,12/1/2009 0:00,Normal,193700,Dwg&Lot,1992,1593,0,9636,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,1001008,-1.06449911005956,-0.577247129220998,-1.42574646294924,0.169705196858899,-2.8977875053709
"884",703,909101190,217 S HYLAND AVE,91000,9/1/2013 0:00,Abnorml,131000,Dwg&Lot,1912,2230,0,6204,5,No,0,Single-family detached (includes detached townhouses),Two and one-half story:  3rd level finished,S&W ISU,201314385,-2.428971920121,-0.550175734354904,-2.09645095196426,1,-4.07559860644016
"885",5179,527455240,1111 28TH ST,100000,7/1/2009 0:00,Normal,119300,Dwg&Lot,1967,892,432,7150,3,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,908496,-1.79543580675333,-0.544079451889798,-1.04945469229334,0.366437186804748,-3.02253276413172
"886",10760,533215080,2415 BRADFORD DR,350000,9/1/2012 0:00,Normal,343200,Dwg&Lot,1999,1709,1238,5119,2,Yes,1,Townhouse:  end unit,One story,Somerst,201211645,-0.927731443476466,-0.561711521731951,-1.54185914647728,0.154682497497796,-2.8766196141879
"887",3483,534276230,2002 MELROSE AVE,152000,3/1/2012 0:00,Normal,146400,Dwg&Lot,1959,1712,528,8393,4,Yes,0,Duplex,One story,NAmes,201203120,-1.87445193545398,-0.548294551212737,-1.54486500520903,0.366437186804748,-3.601174305071
"888",3187,905377140,222 HICKORY DR,70000,1/1/1983 0:00,Normal,166400,Dwg&Lot,1955,1356,624,16848,3,Yes,1,Single-family detached (includes detached townhouses),One story,Edwards,240-162,-1.91910973595306,-1.11931360075829,-1.12455039525759,-4.667171707192,-8.83014543916094
"889",5053,526355190,2910 NORTHWOOD DR,268000,10/1/2007 0:00,Normal,312800,Dwg&Lot,1970,2217,1174,15865,3,Yes,1,Single-family detached (includes detached townhouses),One story,NAmes,712713,-1.75225134417023,-1.09697994817726,-2.08164194630826,0.366437186804748,-4.564436051851
"890",2844,534475185,1306 NORTHWESTERN AVE,183900,6/1/2014 0:00,Normal,174300,Dwg&Lot,1953,1505,1024,12160,2,Yes,1,Single-family detached (includes detached townhouses),One story,NAmes,201405523,-1.94877183141594,-0.733463607841049,-1.33731034478987,0.366437186804748,-3.65310859724211
"891",2258,535450190,1402 DUFF AVE,122900,7/1/2007 0:00,Normal,123700,Dwg&Lot,1949,924,0,8064,3,Yes,1,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,NAmes,708755,-2.0032858364629,-0.545279618804572,-1.03396520796299,0.366437186804748,-3.2160934764257
"892",6954,905103040,3913 ROSS RD,185000,5/1/2013 0:00,Normal,192800,Dwg&Lot,1978,1683,726,11184,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Sawyer,201306061,-1.54670025572945,-0.659711133105273,-1.51571569248601,0.184833613260601,-3.53729346806013
"893",4845,905101450,1208 ARIZONA AVE,146180,10/1/2013 0:00,Normal,164200,Dwg&Lot,1963,1068,663,8414,3,Yes,0,Single-family detached (includes detached townhouses),One story,Sawyer,201313147,-1.84079291915128,-0.548543811390072,-1.0099425686299,0.184833613260601,-3.21444568591065
"894",3166,905201120,1130 SCHOLL RD,197500,5/1/2016 0:00,Normal,181200,Dwg&Lot,1954,1383,1064,13284,3,Yes,1,Single-family detached (includes detached townhouses),One story,Sawyer,201603848,-1.93356965042571,-0.832795191544324,-1.21416957115661,0.184833613260601,-3.79570079986604
"895",7029,906226070,1018 DELAWARE AVE 1020,118964,6/1/2009 0:00,Allocat,111100,Dwg&Lot,1979,1535,0,7018,4,Yes,0,Duplex,One story,SawyerW,201102307,-1.5172678498564,-0.544697909563687,-1.36742170094265,0.169520157082113,-3.25986730328063
"896",4734,535475020,1531 LINDEN DR,189750,8/1/2015 0:00,Normal,172700,Dwg&Lot,1963,1796,400,7056,4,Yes,1,Single-family detached (includes detached townhouses),Two story,NAmes,201507898,-1.84079291915128,-0.544514569090702,-1.63062681833338,0.366437186804748,-3.64949711977062
"897",2044,910207110,320 S HAZEL AVE,106500,4/1/2006 0:00,Abnorml,116700,Dwg&Lot,1936,951,285,8765,2,No,0,Single-family detached (includes detached townhouses),One story,IDOTRR,712645,-2.12712834295445,-0.55378411731705,-1.02329073197515,0.155484591703785,-3.54871860054286
"898",7034,906226120,1001 NORTH DAKOTA AVE 1003,142953,6/1/2009 0:00,Allocat,138400,Dwg&Lot,1979,2240,0,7018,6,Yes,0,Duplex,Two story,SawyerW,908036,-1.5172678498564,-0.544697909563687,-2.10783497697704,0.169520157082113,-4.00028057931502
"899",15994,528150070,4101 VALLEY VIEW RD,611657,3/1/2010 0:00,Partial,540800,Dwg&Lot,2010,2364,2188,12919,2,Yes,2,Single-family detached (includes detached townhouses),One story,NridgHt,1002068,-1.01567479353559,-0.799192046851351,-2.25236794114072,0.142593315048047,-3.92464146647961
"900",4337,532378160,3815 ONTARIO ST,135000,6/1/2006 0:00,Normal,150200,Dwg&Lot,1961,1236,465,6993,3,Yes,1,Single-family detached (includes detached townhouses),One story,Sawyer,608311,-1.85796191892127,-0.544834179921018,-1.08391671376129,0.184833613260601,-3.30187919934298
"901",5995,527404150,3214 NIXON AVE,143500,4/1/2016 0:00,Normal,126000,Dwg&Lot,1971,858,322,7340,2,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,201603864,-1.73397618032478,-0.543668507333786,-1.07135106231053,0.366437186804748,-2.98255856316436
"902",3888,535403280,1640 CARROLL AVE,153000,5/1/2009 0:00,Normal,168200,Dwg&Lot,1957,1306,860,8712,2,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,906247,-1.8954324673458,-0.552862445595754,-1.13999019349425,0.366437186804748,-3.22184791963106
"903",12943,528250060,3913 HYDE AVE,187500,7/1/2013 0:00,Normal,223300,Dwg&Lot,2003,1509,603,7875,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,201309226,-0.927969431336756,-0.544324807725192,-1.34134676137058,0.169705196858899,-2.64393580357363
"904",14911,527108020,4317 HARRISON CIR,300000,6/1/2013 0:00,Normal,337000,Dwg&Lot,2006,1651,1300,14859,3,Yes,1,Single-family detached (includes detached townhouses),One story,Gilbert,201306570,-0.97546921316367,-0.989579824972904,-1.45162681980296,0.169705196858899,-3.24697066108064
"905",5205,532378240,1322 ALABAMA LN,125500,8/1/2007 0:00,Normal,134300,Dwg&Lot,1967,902,599,6173,3,Yes,0,Single-family detached (includes detached townhouses),One story,Sawyer,710521,-1.79543580675333,-0.550427100368713,-1.04416764556113,0.184833613260601,-3.20519693942256
"906",2837,534475100,1411 CURTISS AVE,129000,5/1/2011 0:00,Normal,135000,Dwg&Lot,1954,1063,644,9920,3,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,201104885,-1.93356965042571,-0.588536204823622,-1.00919037152099,0.366437186804748,-3.16485903996558
"907",14989,528431050,2507 DALTON ST,255000,6/1/2007 0:00,Normal,282700,Dwg&Lot,2006,1636,1033,13501,3,Yes,1,Single-family detached (includes detached townhouses),One story,Somerst,706712,-0.97546921316367,-0.853294735969333,-1.46835347787914,0.154682497497796,-3.14243492951435
"908",1998,909280030,623 AGG AVE,305000,9/1/2015 0:00,Normal,284200,Dwg&Lot,1936,2057,223,11500,3,Yes,1,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,Crawfor,201509149,-2.12712834295445,-0.682186326010901,-1.90152033131307,0.153472234444765,-4.55736276583366
"909",7503,923276100,719 GARDEN RD,144900,9/1/2014 0:00,Normal,126800,Dwg&Lot,1983,902,625,8885,2,Yes,0,Single-family detached (includes detached townhouses),One story,Mitchel,201408539,-1.37922373647307,-0.556145778443866,-1.04416764556113,0.179445972994858,-2.80009118748321
"910",14456,528221060,4110 CRESTMOOR AVE,174000,6/1/2009 0:00,Normal,200200,Dwg&Lot,2005,1484,0,12589,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,907487,-0.955077842897414,-0.769842995435637,-1.31611481477937,0.169705196858899,-2.87133045625352
"911",3638,535106190,515 24TH ST 517,154300,1/1/2010 0:00,Abnorml,154300,Dwg&Lot,1960,2274,443,11600,5,Yes,0,Duplex,Two story,NAmes,1000123,-1.86597052285271,-0.689570981897638,-2.14666901529705,0.366437186804748,-4.33577333324265
"912",7279,914475030,627 CRYSTAL ST,173000,11/1/2009 0:00,Normal,205700,Dwg&Lot,1977,1287,957,9360,2,Yes,2,Single-family detached (includes detached townhouses),Split foyer,Mitchel,914384,-1.57615647023158,-0.558013272645171,-1.05965532447069,0.207655062197157,-2.98617000515029
"913",1110,903231240,1120 CURTISS AVE,110000,8/1/2013 0:00,Abnorml,128400,Dwg&Lot,1925,1015,489,6120,3,No,0,Single-family detached (includes detached townhouses),One story,BrkSide,201309549,-2.20325062819859,-0.550857937668191,-1.00862023119001,0.162349867976044,-3.60037892908074
"914",2679,909275030,2140 SUNSET DR 2142,145000,8/1/2007 0:00,Normal,143300,Dwg&Lot,1949,2002,284,6270,4,No,0,Duplex,Two story,Crawfor,709119,-2.0032858364629,-0.549680022433039,-1.8424773363983,0.153472234444765,-4.24197096084947
"915",15899,533210020,2714 NORTHRIDGE PKY,173733,6/1/2009 0:00,Partial,175800,Dwg&Lot,2009,1224,294,3000,2,Yes,0,Townhouse:  end unit,Two story,Somerst,1002996,-1.05017930201753,-0.596329437243924,-1.0761536524281,0.154682497497796,-2.56797989419176
"916",5832,923228250,723 GARNET DR,75000,1/1/2007 0:00,Normal,90300,Dwg&Lot,1970,1092,0,2001,3,Yes,0,Townhouse:  inner unit,Two story,MeadowV,700283,-1.75225134417023,-0.633659019809758,-1.01466822199859,1,-2.40057858597858
"917",2784,911175430,313 S 4TH ST,35311,10/1/2006 0:00,Abnorml,69000,Dwg&Lot,1949,480,50,9000,1,No,0,Single-family detached (includes detached townhouses),One story,IDOTRR,612393,-2.0032858364629,-0.558606577908347,-1.51710925416534,0.155484591703785,-3.9235170768328
"918",4069,905377010,121 MCDONALD DR,134000,8/1/2012 0:00,Normal,154600,Dwg&Lot,1956,1229,1059,17140,3,Yes,0,Single-family detached (includes detached townhouses),One story,Edwards,201210377,-1.90642506554443,-1.23976380632892,-1.07933496859482,-4.667171707192,-8.89269554766017
"919",8553,906203140,4801 IDAHO CIR,238000,11/1/2007 0:00,Normal,273100,Dwg&Lot,1991,2127,682,13125,4,Yes,1,Single-family detached (includes detached townhouses),Two story,SawyerW,805410,-1.09444453243052,-0.81799076760546,-1.97918292964187,0.169520157082113,-3.72209807259574
"920",3409,526351030,620 RIVER OAK DR,178200,11/1/2012 0:00,Abnorml,201800,Dwg&Lot,1958,1414,939,11029,3,Yes,1,Single-family detached (includes detached townhouses),One story,NAmes,201213327,-1.88441230174866,-0.64926016498556,-1.24553929880709,0.366437186804748,-3.41277457873656
"921",9031,531380110,5221 MARYLAND ST,222500,6/1/2013 0:00,Normal,210200,Dwg&Lot,1994,1721,814,8462,3,Yes,0,Single-family detached (includes detached townhouses),Two story,SawyerW,201307877,-1.01185072368496,-0.549155859959305,-1.5539076921414,0.169520157082113,-2.94539411870356
"922",145,908102040,234 SOUTH DAKOTA AVE 236,145900,9/1/2008 0:00,Normal,144300,Dwg&Lot,1900,2200,1084,8777,4,Yes,0,Duplex,One and one-half story:  2nd level finished,Edwards,810803,-2.74734194476343,-0.554002839495302,-2.06210610534609,-4.667171707192,-10.0306225967968
"923",14439,528218030,4305 CRESTMOOR AVE,162500,6/1/2010 0:00,Normal,236600,Dwg&Lot,2005,1324,987,10237,3,Yes,1,Single-family detached (includes detached townhouses),One story,Gilbert,201008085,-0.955077842897414,-0.603111346079937,-1.12842104269494,0.169705196858899,-2.51690503481339
"924",8398,531451020,1515 INDIANA AVE,193000,7/1/2008 0:00,Normal,233000,Dwg&Lot,1993,1617,1006,8012,2,Yes,2,Townhouse:  end unit,One story,SawyerW,807802,-1.03685111562503,-0.544959900389505,-1.44945972130679,0.169520157082113,-2.86175058023921
"925",6648,527355280,2027 POLK DR,207500,5/1/2006 0:00,Normal,215500,Dwg&Lot,1980,1686,1686,10240,3,Yes,1,Single-family detached (includes detached townhouses),One story,NWAmes,606701,-1.48562188802935,-0.603261618064537,-1.51873363259586,0.211509979623512,-3.39610715906624
"926",6556,527326130,1717 BUCHANAN DR,175000,3/1/2008 0:00,Abnorml,182200,Dwg&Lot,1977,1126,860,15611,3,Yes,0,Single-family detached (includes detached townhouses),One story,NWAmes,201012936,-1.57615647023158,-1.06927318039987,-1.02569368979873,0.211509979623512,-3.45961336080667
"927",12878,528168040,3818 VALLEY VIEW RD,285000,5/1/2007 0:00,Normal,302700,Dwg&Lot,2003,2374,721,11999,4,Yes,1,Single-family detached (includes detached townhouses),Two story,NridgHt,705695,-0.927969431336756,-0.720404044213059,-2.26451528156126,0.142593315048047,-3.77029544206303
"928",5434,534252270,2218 NORTHWESTERN AVE,176000,4/1/2008 0:00,Normal,197000,Dwg&Lot,1968,1978,552,9900,4,Yes,1,Single-family detached (includes detached townhouses),Two story,NWAmes,804717,-1.7823449330963,-0.58768600034359,-1.81675490494484,0.211509979623512,-3.97527585876121
"929",11730,907252210,4707 HEMINGWAY DR,236500,6/1/2009 0:00,Normal,265100,Dwg&Lot,2001,1788,1300,11838,3,Yes,1,Single-family detached (includes detached townhouses),One story,CollgCr,908344,-0.920571999504426,-0.707683992810669,-1.62251635284029,0.207655062197157,-3.04311728295823
"930",9601,527106010,4033 EISENHOWER AVE,279000,7/1/2013 0:00,Normal,315200,Dwg&Lot,1997,2236,936,13006,4,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,201308692,-0.951837162075132,-0.807084116829412,-2.10328230376797,0.169705196858899,-3.69249838581362
"931",15519,528221090,4216 CRESTMOOR AVE,179540,7/1/2007 0:00,Partial,208600,Dwg&Lot,2007,1456,0,9018,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,708808,-0.998847725697867,-0.546808267726586,-1.27071284135981,0.133675052949563,-2.6826937818347
"932",4400,534226120,2514 MELROSE AVE,117500,7/1/2009 0:00,Normal,136700,Dwg&Lot,1965,925,804,9100,2,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,201606467,-1.81905094724882,-0.561027838338182,-1.0335303297171,0.366437186804748,-3.04717192849935
"933",14985,528429090,2425 DALTON CIR,320000,3/1/2007 0:00,Normal,346700,Dwg&Lot,2006,1905,367,11670,3,Yes,1,Single-family detached (includes detached townhouses),One story,Somerst,702395,-0.97546921316367,-0.69480814981059,-1.74152866912365,0.154682497497796,-3.25712353460012
"934",13731,907414020,4914 WALLER ST,190000,8/1/2009 0:00,Normal,218300,Dwg&Lot,2004,1500,20,8487,3,Yes,0,Single-family detached (includes detached townhouses),One story,CollgCr,201011050,-0.938313875774836,-0.549493465621652,-1.3322298591919,0.207655062197157,-2.61238213839123
"935",3942,535427070,1724 MEADOWLANE AVE,242000,11/1/2008 0:00,Normal,274400,Dwg&Lot,1960,2069,425,27650,4,Yes,1,Single-family detached (includes detached townhouses),One story,NAmes,812396,-1.86597052285271,-2.56900359211432,-1.91461393588461,0.366437186804748,-5.98315086404689
"936",815,534451130,1414 SUMMIT AVE,79900,6/1/2006 0:00,Normal,92300,Dwg&Lot,1926,747,0,5825,1,Yes,0,Single-family detached (includes detached townhouses),One story,BrkSide,607321,-2.19585793641918,-0.553842877014695,-1.16993242262222,0.162349867976044,-3.75728336808006
"937",13019,531371050,5429 TENNESSEE ST,184900,8/1/2009 0:00,Normal,191500,Dwg&Lot,2003,1220,853,10083,2,Yes,0,Single-family detached (includes detached townhouses),One story,SawyerW,910851,-0.927969431336756,-0.59574959497602,-1.01379525411945,0.169520157082113,-2.36799412335011
"938",14482,528441020,2421 YORKSHIRE CIR,253000,2/1/2009 0:00,Normal,253300,Dwg&Lot,2005,1971,351,9675,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Somerst,902164,-0.955077842897414,-0.578708285369525,-1.80929643400917,0.154682497497796,-3.18840006477831
"939",15125,906382050,320 HARTFORD DR,239799,8/1/2006 0:00,Partial,309200,Dwg&Lot,2006,1962,1113,8760,3,Yes,0,Single-family detached (includes detached townhouses),Two story,CollgCr,1001168,-0.97546921316367,-0.553693553701974,-1.79974751533391,0.207655062197157,-3.12125522000239
"940",2468,904100140,2833 ROSS RD,253500,7/1/2014 0:00,Normal,253500,Dwg&Lot,1940,2403,0,24090,4,Yes,2,Single-family detached (includes detached townhouses),Two story,ClearCr,201406378,-2.09274795164585,-2.09653417988096,-2.29975657532548,1,-5.48903870685229
"941",7350,923229110,513 GARDEN RD 515,140000,7/1/2013 0:00,Normal,145800,Dwg&Lot,1976,1728,1332,12640,4,Yes,0,Duplex,One story,Mitchel,201308883,-1.60646357736582,-0.774316710769391,-1.56095158802569,0.179445972994858,-3.76228590316605
"942",10586,528292070,2410 GRANT CIR,214000,6/1/2009 0:00,Normal,244200,Dwg&Lot,1999,2060,772,8755,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,907974,-0.927731443476466,-0.553603763454001,-1.90477673371503,0.169705196858899,-3.2164067437866
